,sigla,name,school,area,category,credits
0,ACO256E,Improvisación y Máscara,Actuación,,,10
1,ACO264E,Habilidades Comunicativas Orales,Actuación,,,10
2,ACO3023,Taller de Creación Escénica,Actuación,,,10
3,ACO4001,Performance y Artes Vivas,Actuación,,,10
4,ACO4004,"Teatrología: Teorías, Aplicaciones, Materialidades",Actuación,,,10
5,ACO4006,Tetralogía I: Estéticas de las Artes Escénicas,Actuación,,,10
6,ACT101A,Taller de Montaje: Teatro Dramático,Actuación,,,15
7,ACT101B,Taller de Montaje: Teatro Fragmentario,Actuación,,,15
8,ACT101C,Taller de Montaje: Teatro Épico y Narrativo,Actuación,,,15
9,ACT101E,Taller de Montaje: Cuerpo Extracotidiano,Actuación,,,15
10,ACT101F,Taller de Montaje: Teatro Clásico-Barroco,Actuación,,,15
11,ACT101H,Taller de Montaje: Prácticas Performativas y Multimedia,Actuación,,,15
12,ACT103A,Procesos Creativos del Cuerpo,Actuación,,,10
13,ACT103C,Cuerpo y Memoria,Actuación,,,10
14,ACT106B,Ejercicios de Escritura Teatral,Actuación,,,10
15,ACT106D,Taller de Dramaturgía,Actuación,,,10
16,ACT108B,Dirección: Imagen y Sonido,Actuación,,,10
17,ACT108C,Dirección: Laboratorio de Creación,Actuación,,,10
18,ACT109B,Escritura Crítica y Análisis Escénico,Actuación,,,10
19,ACT109D,Teorías Teatrales y de la Performance,Actuación,,,10
20,ACT111,Actuación I: Percepción Teatral,Actuación,,,10
21,ACT112,Voz I: Percepción,Actuación,,,5
22,ACT113,Movimiento I: Conciencia Corporal,Actuación,,,5
23,ACT114,Teatro Chileno,Actuación,,,10
24,ACT115,El Proceso de Creación Teatral,Actuación,,,10
25,ACT1291,Re-Conociendo la Emoción,Actuación,,,10
26,ACT1294,Laboratorio de Puesta en Escena para Lenguaje Audiovisual,Actuación,,,10
27,ACT1305,Actuación: Exploración y Acontecimiento,Actuación,,,10
28,ACT1307,Comunicación Expresiva: Conciencia Vocal y Corporal,Actuación,Artes,,10
29,ACT1309,Imaginarios para la Construcción del Teatro Chileno,Actuación,Artes,,10
30,ACT131,Actuación Iii: la Escena Moderna en el Siglo XX,Actuación,,,10
31,ACT1311,Mitos Clásicos y Creación de Relatos en la Dramaturgia,Actuación,Artes,,10
32,ACT1312,Performance Como Experiencia para la Transformación Social,Actuación,Artes,,10
33,ACT1313,Problemas de las Artes Escénicas Hoy,Actuación,Artes,,10
34,ACT1314,Teatro Aplicado,Actuación,Artes,,10
35,ACT1315,La Experiencia de la Creación Teatral,Actuación,Artes,,10
36,ACT1316,Taller Final de Escritura,Actuación,,,10
37,ACT1318,Improvisación y Juego Escénico,Actuación,Artes,,10
38,ACT1319,"Cuerpo, Emoción y Arte",Actuación,Artes,,10
39,ACT132,Voz Iii: Texto y Expresividad,Actuación,,,5
40,ACT1321,El Diálogo Teatral para la Comunicación Escénica,Actuación,Artes,,10
41,ACT133,Movimiento Iii: Articulación y Construcción,Actuación,,,5
42,ACT134,Del Teatro Barroco al Realismo Histórico,Actuación,,,10
43,ACT136,Teoría y Práctica de la Dramaturgía II,Actuación,,,10
44,ACT139,Pedagogía Teatral,Actuación,,,10
45,ACT148,Gestión y Producción Teatral,Actuación,,,10
46,ACT152,Taller de Voz Cantada,Actuación,,,5
47,ACT154,Transformaciones del Cuerpo y la Palabra en Escena (2da Mitad Siglo Xx),Actuación,,,10
48,ACT185,Taller de Investigación Teórica,Actuación,,,10
49,AGC204,Mecanizacion,Agronomía Y Sistemas Naturales,,,10
50,AGC206,Producción de Cultivos,Agronomía Y Sistemas Naturales,,,10
51,AGC209,Comprendiendo la Agricultura y Sus Desafíos,Agronomía Y Sistemas Naturales,Ecolog Integra y Sustentabilid,,10
52,AGC220,Flora Nativa,Agronomía Y Sistemas Naturales,,,10
53,AGC250,Manejo de Céspedes,Agronomía Y Sistemas Naturales,,,10
54,AGC261,Material Vegetal y Diseño de Parques y Jardines,Agronomía Y Sistemas Naturales,,,10
55,AGC262,Manejo del Paisaje,Agronomía Y Sistemas Naturales,,,10
56,AGC3002,Viticultura Avanzada,Agronomía Y Sistemas Naturales,,,10
57,AGC310,Sistemas Intensivos de Producción Vegetal,Agronomía Y Sistemas Naturales,,,10
58,AGC312,Biología y Producción de Semillas,Agronomía Y Sistemas Naturales,,,10
59,AGC317,Biología y Manejo de Malezas,Agronomía Y Sistemas Naturales,,,10
60,AGC319,Diseño y Manejo del Riego para Cultivos,Agronomía Y Sistemas Naturales,,,10
61,AGC322,Ciencia de Plaguicidas e Interacciones Ambientales,Agronomía Y Sistemas Naturales,,,10
62,AGC3600,Propiedades y Manejo de Pesticidas,Agronomía Y Sistemas Naturales,,,10
63,AGC3610,Virología Vegetal,Agronomía Y Sistemas Naturales,,,10
64,AGC3650,Monitoreo e Identificacion de Insectos,Agronomía Y Sistemas Naturales,,,10
65,AGC3662,Fundamentos de Fertilidad de Suelos y Nutrición,Agronomía Y Sistemas Naturales,,,10
66,AGC3665,Biotecnologia Vegetal,Agronomía Y Sistemas Naturales,,,10
67,AGC3666,Fisiología de Plantas Frutales,Agronomía Y Sistemas Naturales,,,10
68,AGC3667,Relacion Suelo-Planta-Agua,Agronomía Y Sistemas Naturales,,,10
69,AGC3779,Fisiología de Plantas Cultivadas,Agronomía Y Sistemas Naturales,,,10
70,AGC3783,Anatomía Vegetal Aplicada,Agronomía Y Sistemas Naturales,,,5
71,AGC3786,Escuela de Verano Fisiología y Producción Vegetal,Agronomía Y Sistemas Naturales,,,10
72,AGC3800,Tesis I,Agronomía Y Sistemas Naturales,,,20
73,AGC3801,Tesis II,Agronomía Y Sistemas Naturales,,,30
74,AGE206,Introducción a la Economía Ambiental y de los Recursos Naturales,Agronomía Y Sistemas Naturales,,,10
75,AGE207,Economía Agraria y Ambiental,Agronomía Y Sistemas Naturales,,,10
76,AGE259,Comercialización Internacional de Fruta Fresca,Agronomía Y Sistemas Naturales,,,10
77,AGE308,Comercialización Agropecuaria,Agronomía Y Sistemas Naturales,,,10
78,AGE312,Políticas Agrarias,Agronomía Y Sistemas Naturales,,,10
79,AGE315,Gestión de Operaciones,Agronomía Y Sistemas Naturales,,,10
80,AGE317,Análisis de Decisiones,Agronomía Y Sistemas Naturales,,,10
81,AGE321,Transformación Digital en el Agronegocio,Agronomía Y Sistemas Naturales,,,10
82,AGE3666,Entorno Legal y Tributario de la Actividad Silvoagropecuaria,Agronomía Y Sistemas Naturales,,,10
83,AGE3792,Politicas Agrarias,Agronomía Y Sistemas Naturales,,,10
84,AGE3796,Desarrollo Económico de la Agricultura,Agronomía Y Sistemas Naturales,,,10
85,AGE3801,Economía del Agua,Agronomía Y Sistemas Naturales,,,10
86,AGE3810,Métodos Matemáticos para Microeconomía Aplicada,Agronomía Y Sistemas Naturales,,,10
87,AGE3811,Fundamentos de la Economía Agraria y Ambiental,Agronomía Y Sistemas Naturales,,,10
88,AGE3812,Seminario de Economía Agraria y Ambiental I,Agronomía Y Sistemas Naturales,,,5
89,AGE3814,Seminario de Economía Agraria y Ambiental III,Agronomía Y Sistemas Naturales,,,5
90,AGE3815,Análisis Microeconómico II,Agronomía Y Sistemas Naturales,,,10
91,AGE3817,Tesis,Agronomía Y Sistemas Naturales,,,30
92,AGF201,Fruticultura,Agronomía Y Sistemas Naturales,,,10
93,AGF203,Frutales Menores,Agronomía Y Sistemas Naturales,,,10
94,AGF321,Agricultura Orgánica,Agronomía Y Sistemas Naturales,,,10
95,AGF326,Vinificación,Agronomía Y Sistemas Naturales,,,10
96,AGF327,Frutales de Hoja Caduca I,Agronomía Y Sistemas Naturales,,,10
97,AGF328,Frutales de Hoja Persistente,Agronomía Y Sistemas Naturales,,,10
98,AGF329,Poscosecha de Frutas,Agronomía Y Sistemas Naturales,,,10
99,AGF330,Propagación de Plantas,Agronomía Y Sistemas Naturales,,,10
100,AGF331,Química y Microbiología del Vino,Agronomía Y Sistemas Naturales,,,10
101,AGF335,Cervecería y Otras Bebidas Fermentadas,Agronomía Y Sistemas Naturales,,,10
102,AGF338,Taller de Fermentaciones,Agronomía Y Sistemas Naturales,,,10
103,AGL030,Taller de Sistemas Agrícolas y Forestales I,Agronomía Y Sistemas Naturales,,,5
104,AGL060,Taller 3,Agronomía Y Sistemas Naturales,,,5
105,AGL070,Taller 4,Agronomía Y Sistemas Naturales,,Aprendizaje Servicio,5
106,AGL090,Taller 5,Agronomía Y Sistemas Naturales,,,5
107,AGL100,Practica de Verano 1,Agronomía Y Sistemas Naturales,,,0
108,AGL101,Botanica,Agronomía Y Sistemas Naturales,,,10
109,AGL110,Suelos y Fertilidad,Agronomía Y Sistemas Naturales,,,10
110,AGL111,Agua y Riego,Agronomía Y Sistemas Naturales,,,10
111,AGL112,Climatologia,Agronomía Y Sistemas Naturales,,,10
112,AGL150,Practica de Licenciatura,Agronomía Y Sistemas Naturales,,,0
113,AGL200,Práctica de Verano II,Agronomía Y Sistemas Naturales,,,0
114,AGL201,Estadistica,Agronomía Y Sistemas Naturales,,,10
115,AGL203,Genetica y Biotecnologia,Agronomía Y Sistemas Naturales,,,10
116,AGL204,"Principios de Procesamiento, Calidad e Inocuidad de Alimentos",Agronomía Y Sistemas Naturales,,,10
117,AGL211,Proteccion de Plantas,Agronomía Y Sistemas Naturales,,,10
118,AGL221,Produccion Animal,Agronomía Y Sistemas Naturales,,,10
119,AGL232,Administración de Sistemas Agrícolas y Forestales,Agronomía Y Sistemas Naturales,,,10
120,AGL233,Formulación y Evaluación de Proyectos,Agronomía Y Sistemas Naturales,,,10
121,AGL253,Apicultura Sustentable,Agronomía Y Sistemas Naturales,Ecolog Integra y Sustentabilid,,10
122,AGL255,Excel para la Vida Profesional,Agronomía Y Sistemas Naturales,Pensamiento Matematico,,10
123,AGL270,Comercio Exterior Silvoagropecuario,Agronomía Y Sistemas Naturales,,,10
124,AGL280,Aplicaciones Estadisticas,Agronomía Y Sistemas Naturales,,,10
125,AGL281,Huertos Urbanos y Comunitarios,Agronomía Y Sistemas Naturales,,Aprendizaje Servicio,10
126,AGL282,Tópicos de Investigación en Pregrado,Agronomía Y Sistemas Naturales,,,10
127,AGL309,Tecnologías Agropecuarias Emergentes y Agricultura Digital,Agronomía Y Sistemas Naturales,,,10
128,AGL380,Residencia Profesional,Agronomía Y Sistemas Naturales,,,30
129,AGL381,Pasantía Profesional,Agronomía Y Sistemas Naturales,,,20
130,AGL400,Examen de Certificación de Licenciatura,Agronomía Y Sistemas Naturales,,,0
131,AGM3000,Evaluación de Proyectos Agroalimentarios,Agronomía Y Sistemas Naturales,,,10
132,AGM3001,Taller de Negociación y Habilidades Gerenciales,Agronomía Y Sistemas Naturales,,,5
133,AGM3002,Taller de Comercio Internacional,Agronomía Y Sistemas Naturales,,,5
134,AGM3003,Proyecto Final de Graduación,Agronomía Y Sistemas Naturales,,,30
135,AGP3132,Econometria,Agronomía Y Sistemas Naturales,,,10
136,AGP3134,Estudio Dirigido I,Agronomía Y Sistemas Naturales,,,5
137,AGP3135,Estudio Dirigido II,Agronomía Y Sistemas Naturales,,,10
138,AGP3136,Taller de Métodos de Investigación,Agronomía Y Sistemas Naturales,,,5
139,AGP3138,Métodos Estadísticos en Recursos Naturales,Agronomía Y Sistemas Naturales,,,10
140,AGP4000,Estudio Dirigido,Agronomía Y Sistemas Naturales,,,10
141,AGP4011,Tesis de Doctorado I,Agronomía Y Sistemas Naturales,,,50
142,AGP4012,Tesis de Doctorado II,Agronomía Y Sistemas Naturales,,,50
143,AGP4013,Tesis de Doctorado III,Agronomía Y Sistemas Naturales,,,50
144,AGP4014,Tesis de Doctorado IV,Agronomía Y Sistemas Naturales,,,50
145,AGP4018,Actividad Anual de Seguimiento I,Agronomía Y Sistemas Naturales,,,0
146,AGP4019,Actividad Anual de Seguimiento II,Agronomía Y Sistemas Naturales,,,0
147,AGP4020,Autoría Artículo Científico o Patente,Agronomía Y Sistemas Naturales,,,0
148,AGP4021,Pasantía,Agronomía Y Sistemas Naturales,,,0
149,AGP4023,Comunicación de la Ciencia e Impacto Público,Agronomía Y Sistemas Naturales,,,10
150,AGP4024,Taller Comunicación Científica: Escritura Artículo Científico,Agronomía Y Sistemas Naturales,,,5
151,AGP4026,Examen de Calificación,Agronomía Y Sistemas Naturales,,,25
152,AGP4027,Examen de Candidatura,Agronomía Y Sistemas Naturales,,,25
153,AGP4028,Proyecto de Tesis,Agronomía Y Sistemas Naturales,,,20
154,AGP4029,Tesis I,Agronomía Y Sistemas Naturales,,,30
155,AGP4030,Tesis II,Agronomía Y Sistemas Naturales,,,40
156,AGR200,Ecologia Forestal,Agronomía Y Sistemas Naturales,,,10
157,AGR205,Geomática Aplicada a Recursos Naturales,Agronomía Y Sistemas Naturales,,,10
158,AGR208,Suelo e Hidrología Forestal,Agronomía Y Sistemas Naturales,,,10
159,AGR212,Muestreo y Dinámica de Bosques,Agronomía Y Sistemas Naturales,,,10
160,AGR301,Sanidad Forestal,Agronomía Y Sistemas Naturales,,,10
161,AGR3016,Biometeorología y Climatología Aplicada,Agronomía Y Sistemas Naturales,,,10
162,AGR3018,Ecología Avanzada,Agronomía Y Sistemas Naturales,,,10
163,AGR302,Manejo y Planificación Forestal,Agronomía Y Sistemas Naturales,,,10
164,AGR3023,Tesis I (Proyecto de Tesis),Agronomía Y Sistemas Naturales,,,10
165,AGR3024,Tesis II,Agronomía Y Sistemas Naturales,,,40
166,AGR304,Arbolado Urbano,Agronomía Y Sistemas Naturales,,Aprendizaje Servicio,10
167,AGR306,"Estructura, Propiedades e Industria de la Madera",Agronomía Y Sistemas Naturales,,,10
168,AGR308,Fauna y Manejo de Vida Silvestre,Agronomía Y Sistemas Naturales,,,10
169,AGR309,Restauración Ecológica,Agronomía Y Sistemas Naturales,,,10
170,AGR311,Manejo de Areas Protegidas,Agronomía Y Sistemas Naturales,,,10
171,AGR317,Evaluación Integrada de Ecosistemas,Agronomía Y Sistemas Naturales,,,10
172,AGR318,Gestión Ambiental en Agricultura,Agronomía Y Sistemas Naturales,,Aprendizaje Servicio,10
173,AGR320,Problemas Ambientales del Sector Agropecuario,Agronomía Y Sistemas Naturales,,,10
174,AGR3556,Desafíos para la Conservación y Manejo de los Recursos Naturales,Agronomía Y Sistemas Naturales,,,10
175,AGZ200,Acuicultura,Agronomía Y Sistemas Naturales,,,10
176,AGZ320,Fisiología Animal Aplicada,Agronomía Y Sistemas Naturales,,,10
177,AGZ321,Tecnología de Productos Pecuarios,Agronomía Y Sistemas Naturales,,,10
178,AGZ331,Alimentos y Alimentación Animal,Agronomía Y Sistemas Naturales,,,10
179,AGZ333,Forrajeras y Manejo de Praderas,Agronomía Y Sistemas Naturales,,,10
180,AGZ340,Comportamiento y Bienestar Animal,Agronomía Y Sistemas Naturales,,,10
181,AGZ341,Nutrición y Metabolismo Animal,Agronomía Y Sistemas Naturales,,,10
182,AGZ3426,Gestión Sustentable de Producción Animal Sustentables,Agronomía Y Sistemas Naturales,,,15
183,AGZ3427,Actualizaciones en Nutrición y Reproducción Animal,Agronomía Y Sistemas Naturales,,,10
184,AGZ3428,Bienestar Animal,Agronomía Y Sistemas Naturales,,,10
185,AGZ3430,Tesis I,Agronomía Y Sistemas Naturales,,,10
186,AGZ3431,Tesis II,Agronomía Y Sistemas Naturales,,,35
187,AGZ3432,Actividad Final Integradora,Agronomía Y Sistemas Naturales,,,25
188,AGZ354,Produccion de Rumiantes Menores,Agronomía Y Sistemas Naturales,,,10
189,ANT100,Paradigmas Antropológicos,Antropología,,,10
190,ANT107,Ética Social,Antropología,,,10
191,ANT110,Introducción a la Antropología Biológica,Antropología,,,10
192,ANT120,Introducción a la Arqueología,Antropología,,,10
193,ANT135,Antropología del Lenguaje,Antropología,,,10
194,ANT140,Teoría Antropológica I,Antropología,,,10
195,ANT160,Teoría Antropológica III,Antropología,,,10
196,ANT180,Etnografía I,Antropología,,,10
197,ANT200,Antropología del Parentesco y el Género,Antropología,,,10
198,ANT210,Antropología Urbana,Antropología,,,10
199,ANT220,Antropología Política,Antropología,,,10
200,ANT222,Antropología e Intervención Social,Antropología,,,10
201,ANT223,Inventar el Patrimonio: Articulando Procesos de Patrimonialización,Antropología,,,10
202,ANT226,"Escribir la Cultura: Viajes, Contactos y (Auto)Representaciones",Antropología,,,10
203,ANT2533,Análisis de Datos Cualitativos (A+S),Antropología,,Aprendizaje Servicio,10
204,ANT259,Antropología Visual,Antropología,,,10
205,ANT264,Introducción a la Antropología Sociocultural,Antropología,,,10
206,ANT300,Formulación y Evaluación de Proyectos,Antropología,,Aprendizaje Servicio,10
207,ANT3000,Teoría Antropológica Contemporánea I,Antropología,,,10
208,ANT3002,Diseño y Ética de la Investigación Antropológica,Antropología,,,10
209,ANT3005,Proyecto de Tesis Doctoral,Antropología,,,30
210,ANT3006,Exámen de Candidatura Doctoral,Antropología,,,10
211,ANT3008,Trabajo de Campo II,Antropología,,,40
212,ANT3010,Tesis Doctoral II,Antropología,,,30
213,ANT3013,Seminario de Escritura Doctoral II,Antropología,,,10
214,ANT3031,Antropología del Estado,Antropología,,,5
215,ANT3032,Naturaleza-Cultura: Perspectivas Filosóficas Contemporáneas,Antropología,,,5
216,ANT3037,Tópicos Contemporáneos en Investigación Antropológica,Antropología,,,5
217,ANT303Q,Arqueología Avanzada I,Antropología,,,10
218,ANT3040,Actividad Docente,Antropología,,,0
219,ANT3041,Autoría Artículo Científico,Antropología,,,0
220,ANT3042,Pasantía Internacional,Antropología,,,0
221,ANT304Q,Interpretación en Arqueología,Antropología,,,10
222,ANT305Q,Arqueología Cuantitativa,Antropología,,,10
223,ANT310,Mediación e Interculturalidad,Antropología,,,10
224,ANT310Q,Arqueología Avanzada III,Antropología,,,10
225,ANT311Q,Arqueologías Políticas y las Formas del Poder,Antropología,,,10
226,ANT312Q,Laboratorio I,Antropología,,,10
227,ANT313Q,Arqueología de Chile II,Antropología,,,10
228,ANT318Q,Arqueología y Empresa,Antropología,,,10
229,ANT319Q,Arqueología y Ciencia,Antropología,,,10
230,ANT320,Politicas Públicas,Antropología,,,10
231,ANT320Q,Arqueología y Políticas Públicas,Antropología,,Aprendizaje Servicio,10
232,ANT330,Taller de Titulación,Antropología,,,50
233,ANT330Q,Taller de Titulación,Antropología,,,50
234,ANT405R,Cultura y Sociedad en la Región Andina,Antropología,,,10
235,ANT502Q,Bioarqueología,Antropología,,,10
236,ANT507Q,Arte-Factos Nativos en Chile,Antropología,,,10
237,ANT513Q,Arqueología Histórica,Antropología,,,10
238,ADU4019,Tesis de Doctorado II,Arquitectura,,,50
239,ADU4020,Tesis de Doctorado III,Arquitectura,,,50
240,ADU4049,Aproximaciones a la Investigación,Arquitectura,,,5
241,ADU4101,Proyecto de Tesis Doctoral,Arquitectura,,,20
242,ADU4102,Examen de Candidatura Doctoral,Arquitectura,,,10
243,ADU4103,Tesis Doctoral I,Arquitectura,,,40
244,ADU4104,Tesis Doctoral II,Arquitectura,,,40
245,ADU4105,Tesis Doctoral III,Arquitectura,,,40
246,ADU4106,Tesis Doctoral IV,Arquitectura,,,40
247,ADU4108,Coloquio Doctoral I,Arquitectura,,,0
248,ADU4109,Coloquio Doctoral II,Arquitectura,,,0
249,ADU4110,Autoría Artículo Científico o Patente,Arquitectura,,,0
250,ADU4111,Pasantía,Arquitectura,,,0
251,ADU4112,Práctica Académica,Arquitectura,,,0
252,AQA1100,Proyecto de Titulo I,Arquitectura,,,25
253,AQA1200,Proyecto de Titulo II,Arquitectura,,,25
254,AQC0100,Introducción a la Construcción,Arquitectura,,,10
255,AQC0101,Práctica de Obras I,Arquitectura,,,0
256,AQC0110,Elementos Estructurales: Fundamentos de Análisis y Diseño Estructural,Arquitectura,,,10
257,AQC0200,Técnicas y Construcción,Arquitectura,,,10
258,AQC0202,Práctica de Obras II,Arquitectura,,,0
259,AQC0210,Forma Sismorresistente,Arquitectura,,,10
260,AQC0300,"Instalaciones, Sistemas y Proyecto Arquitectónico",Arquitectura,,,10
261,AQE6200,Taller de Modelos,Arquitectura,,,10
262,AQH0000,Introducción a la Arquitectura,Arquitectura,,,10
263,AQH0200,Arquitectura Antigua y Tradición Clásica,Arquitectura,,,10
264,AQH0300,Arquitectura y la Tradición Moderna,Arquitectura,,,10
265,AQH0400,Debates de la Arquitectura Contemporánea,Arquitectura,,,10
266,AQI0001,Cmd Vive Salud: Construyendo Un Hábitat Saludable,Arquitectura,,Aprendizaje Servicio,10
267,AQI0002,Cmd Investigación en Pregrado Uc Propone Arquitectura,Arquitectura,,,10
268,AQI0203,Cmd el Mueble: la Construcción del Gesto,Arquitectura,,,10
269,AQI0302,"Cmd Poetica del Habitar, Mundo Contemporaneo",Arquitectura,,,10
270,AQO0100,Práctica de Oficina,Arquitectura,,,0
271,AQR1000,Producción Digital I,Arquitectura,,,5
272,AQR2000,Producción Digital II,Arquitectura,,,5
273,AQS0100,Práctica de Servicio,Arquitectura,,,0
274,AQT0000,Taller de Formación y Representación I,Arquitectura,,,20
275,AQT006U,"Taller Investigación y Proyecto en Arquitectura, Ciudad y Paisaje",Arquitectura,,,20
276,AQT007U,Taller Optativo Proyecto I,Arquitectura,,,15
277,AQT008A,Taller Optativo Proyecto II,Arquitectura,,,15
278,AQT009A,Taller Optativo de Proyecto III,Arquitectura,,,15
279,AQT010T,Taller de Proyecto de Título I,Arquitectura,,,20
280,AQT0200,Taller de Formación y Representación II,Arquitectura,,,20
281,AQT020T,Taller de Proyecto de Título II,Arquitectura,,,30
282,AQT0300,Taller de Formación y Representación III,Arquitectura,,,20
283,AQT0400,Taller de Formación IV,Arquitectura,,,20
284,AQT0500,Taller de Formación V,Arquitectura,,,20
285,AQT100A,Taller de Proyecto de Título Marq,Arquitectura,,,20
286,AQT100C,Taller de Proyecto de Título Mapc,Arquitectura,,,20
287,AQT100E,Taller de Proyecto de Título Mase,Arquitectura,,,20
288,AQT100P,Taller de Proyecto de Título Mapa,Arquitectura,,,20
289,AQT100U,Taller de Proyecto de Título Mpur,Arquitectura,,,20
290,AQU0000,Ciudad y Paisaje I: Introducción a la Forma Urbana y Territorial,Arquitectura,,,10
291,AQU0200,Ciudad y Paisaje Ii: el Proyecto Urbano,Arquitectura,,,10
292,AQU0300,Ciudad y Paisaje Iii: Urbanismo Desde el Paisaje,Arquitectura,,,10
293,AQU0404,Ciudad y Paisaje Iv: Fenómenos Urbanos Contemporáneos,Arquitectura,,,10
294,ARO100T,Introducción al Arte Contemporáneo,Arte,Artes,,10
295,ARO102F,Fotografía Análoga,Arte,,,10
296,ARO103G,Grabado en Metal,Arte,,,10
297,ARO103T,Historia del Arte: Renacimiento y Barroco,Arte,,,10
298,ARO104E,Sistemas Constructivos en Cerámica,Arte,,,10
299,ARO104P,Pintura: Cruces Interdisciplinarios,Arte,,,10
300,ARO105C,Arte y Patrimonio,Arte,Artes,,10
301,ARO105T,Arte Precolombino,Arte,Artes,,10
302,ARO107C,Conservación y Restauración de Arte Moderno y Contemporáneo,Arte,,,10
303,ARO107E,Materiales Cotidianos en la Escultura,Arte,,,10
304,ARO108C,Cmd Conservación Preventiva en Museos,Arte,,,10
305,ARO108G,Algrafía: Litografía Sobre Plancha,Arte,,,10
306,ARO110C,"Cmd Patrimonio, Memoria y Derechos Humanos",Arte,,,10
307,ARO112C,Cmd Memoria del Mundo y Conservación de Archivos,Arte,,,10
308,ARO113M,"Tiempo, Movimiento y Representación",Arte,Artes,,10
309,ARO114M,Animación Desde las Artes Visuales,Arte,Artes,,10
310,ARO119T,Apreciación del Arte: Modernidad,Arte,Artes,,10
311,ARO120T,Apreciación del Arte: Obras y Artistas,Arte,Artes,,10
312,ADP001D,Introducción al Derecho,Escuela De Gobierno,,,10
313,ADP001E,Fundamentos de Macroeconomía,Escuela De Gobierno,,,10
314,ADP001G,Justicia y Bien Común,Escuela De Gobierno,,,10
315,ADP002G,Gestión Pública I,Escuela De Gobierno,,Aprendizaje Servicio,10
316,ADP003G,Gestión Pública II,Escuela De Gobierno,,,10
317,ADP005G,Evidencia para la Gestión Pública,Escuela De Gobierno,,,10
318,ADP201C,Política en Gestión y Políticas Públicas,Escuela De Gobierno,,,10
319,ADP201D,Régimen Jurídico de la Administración del Estado,Escuela De Gobierno,,,10
320,ADP201E,Gestión de Recursos Humanos en el Sector Público,Escuela De Gobierno,,,10
321,ADP202I,Gestión de Innovación y Tecnología,Escuela De Gobierno,,,10
322,AEU2000,Accesibilidad en los Espacios de la Ciudad,Estudios Urbanos,,,10
323,AEU2003,Diseño Estratégico de Información Ambiental,Estudios Urbanos,Pensamiento Matematico,,10
324,EAA100P,Practica Basica,Economía Y Administración,,,0
325,EAA110A,Contabilidad I,Economía Y Administración,,,10
326,EAA1110,Comportamiento Organizacional,Economía Y Administración,,,10
327,EAA1210,Contabilidad,Economía Y Administración,,,10
328,EAA1220,Fundamentos de Finanzas,Economía Y Administración,,,10
329,EAA1510,Probabilidad y Estadística,Economía Y Administración,,,10
330,EAA1520,Inferencia Estadística,Economía Y Administración,,,10
331,EAA162C,Taller de Computación I,Economía Y Administración,,,0
332,EAA163C,Taller de Computación II,Economía Y Administración,,,0
333,EAA200P,Practica Profesional,Economía Y Administración,,,0
334,EAA201E,Tópicos para Emprender I: Marketing y Servicios,Economía Y Administración,,,10
335,EAA2075,Financiamiento de Startups,Economía Y Administración,,,5
336,EAA2079,Metodologías Ágiles para la Innovación Organizacional,Economía Y Administración,,,5
337,EAA2081,Gestión de la Innovación,Economía Y Administración,,,5
338,EAA208E,Desafios en la Creacion de Empresas,Economía Y Administración,,,10
339,EAA2091,Fundamentos de la Teoría y Práctica de la Innovación,Economía Y Administración,,,10
340,EAA2092,Innovación y Cambio Climático,Economía Y Administración,,,5
341,EAA2095,Prototyping and Testing Business Ideas,Economía Y Administración,,,5
342,EAA209C,Estrategias de Negociación,Economía Y Administración,,,10
343,EAA209L,Design Thinking para los Negocios,Economía Y Administración,,,10
344,EAA210E,Fundamentos de Gestion Financiera,Economía Y Administración,,,10
345,EAA2110,Dirección de Personas,Economía Y Administración,,Aprendizaje Servicio,10
346,EAA220B,Finanzas I,Economía Y Administración,,,10
347,EAA2210,Teoría Financiera,Economía Y Administración,,,10
348,EAA2220,Contabilidad de Costos,Economía Y Administración,,,5
349,EAA2225,Finanzas Internacionales,Economía Y Administración,,,10
350,EAA222F,Mercado de Capitales,Economía Y Administración,,,10
351,EAA2230,Empresa y Legislación,Economía Y Administración,,,5
352,EAA223A,Contabilidad Gerencial,Economía Y Administración,,,10
353,EAA2240,Contabilidad Gerencial,Economía Y Administración,,,10
354,EAA2245,Inversiones de Renta Fija,Economía Y Administración,,,10
355,EAA224A,Seminario de Finanzas,Economía Y Administración,,,10
356,EAA2260,Valoración Financiera de Empresas,Economía Y Administración,,,10
357,EAA2310,Fundamentos de Marketing,Economía Y Administración,,,10
358,EAA2320,Marketing Analytics,Economía Y Administración,,,10
359,EAA240A,Administracion de Recursos Humanos,Economía Y Administración,,Aprendizaje Servicio,10
360,EAA2410,Estrategia de la Organización,Economía Y Administración,,,10
361,EAA2420,Estrategia Competitiva,Economía Y Administración,,,10
362,EAA251A,Metodos de Optimizacion,Economía Y Administración,,,10
363,EAA2841,Sociedad Civil y Filantropía,Economía Y Administración,,,10
364,EAA284A,Derecho de la Empresa,Economía Y Administración,,,10
365,EAA296A,Estudios de Administración de Empresas I,Economía Y Administración,,,10
366,EAA3019,Cambio y Desarrollo Organizacional,Economía Y Administración,,,10
367,EAA3020,Legislación y Relaciones Laborales,Economía Y Administración,,,10
368,EAA3022,Liderazgo y Competencias para Recursos Humanos,Economía Y Administración,,,10
369,EAA3023,Negociación y Resolución de Conflictos,Economía Y Administración,,,10
370,EAA304A,Topicos de Estrategia Competitiva,Economía Y Administración,,,12
