,sigla,name,school,area,category,credits
3263,IHI0539,Conflictos Armados y Construcción de Paz en África Subsahariana,Historia,Humanidades,,10
3264,IHI2307,Archivos e Historia,Historia,,,10
3265,IHI2316,Asia: Historia y Cultura,Historia,,,10
3266,IHI2322,Religión y la Construcción de Asia Oriental,Historia,,,10
3267,IHI2323,Historia de Género en Chile,Historia,Humanidades,,10
3268,IHI2325,"Género y Sexualidad en Revoluciones y Dictaduras Latinoamericanas, 1959-Presente",Historia,,,10
3269,IHI2326,Propuesta de Interpretación Interdisciplinaria de Imágenes,Historia,,,10
3270,IHI2327,El Ambiente Como Problema Histórico en Chile,Historia,,,10
3271,IHI3010,Metodología de la Investigación,Historia,,,10
3272,IHI3011,Historia de la Historiografía,Historia,,,10
3273,IHI3013,Tesis I,Historia,,,30
3274,IHI3018,Trayectoria y Conceptos de la Historia Pública,Historia,,,10
3275,IHI3019,Taller Ética e Historia,Historia,,,10
3276,IHI301A,Seminario I Parte a,Historia,,,10
3277,IHI3021,Gestión de Proyectos,Historia,,,20
3278,IHI3023,Humanidades Digitales,Historia,,,10
3279,IHI3026,Historia Pública y Turismo,Historia,,,10
3280,IHI3028,Dimensión Política de la Historia,Historia,,,10
3281,IHI4801,Lecturas Avanzadas de Historia,Historia,,,10
3282,IHI4803,Lecturas Avanzadas de Historia III,Historia,,,10
3283,IHI4921,Teoria y Metodo de la Historia I,Historia,,,10
3284,IHI4923,Teoria y Metodo de la Historia III,Historia,,,10
3285,IHI4931,Seminario de Tesis I,Historia,,,20
3286,IHI4933,Seminario de Tesis III,Historia,,,20
3287,IHI4958,Tesis Doctoral I,Historia,,,50
3288,IHI4960,Tesis Doctoral III,Historia,,,50
3289,IHI4964,Pasantía,Historia,,,0
3290,IHI4965,Artículo,Historia,,,0
3291,MUC901H,Fagot 1,Música,,,10
3292,MUC903H,Fagot 3,Música,,,15
3293,MUC905H,Fagot 5,Música,,,15
3294,MUC907H,Fagot 7,Música,,,20
3295,MUC909H,Fagot 9,Música,,,20
3296,MUC911H,Fagot 11,Música,,,25
3297,MIA1000,Medicina Intensiva Adulto Ia,Escuela De Medicina,,,35
3298,MIA1020,Medicina Intensiva Adulto Iia,Escuela De Medicina,,,35
3299,MIA3000,Medicina Intensiva del Adulto Ib,Escuela De Medicina,,,70
3300,MIA3002,Medicina Intensiva del Adulto Iia,Escuela De Medicina,,,70
3301,MIA3003,Medicina Intensiva del Adulto Iib,Escuela De Medicina,,,70
3302,MIC1000,Inmunologia Clinica y Reumatologia Ia,Escuela De Medicina,,,35
3303,MIC1020,Inmunologia Clinica y Reumatologia Iia,Escuela De Medicina,,,35
3304,IIC0020,Investigacion o Proyecto,Ingeniería,,,20
3305,IIC1001,Algoritmos y Sistemas Computacionales,Ingeniería,,,5
3306,IIC1005,Computación: Ciencia y Tecnología del Mundo Digital,Ingeniería,,,10
3307,IIC1062,Introduccion a  las Aplicaciones Computacionales,Ingeniería,,,10
3308,IIC1103,Introducción a la Programación,Ingeniería,,,10
3309,IIC1253,Matemáticas Discretas,Ingeniería,,,10
3310,IIC2026,Visualización de Información,Ingeniería,,,10
3311,IIC2113,Diseño Detallado de Software,Ingeniería,,,10
3312,IIC2115,Programación Como Herramienta para la Ingeniería,Ingeniería,,,10
3313,IIC2133,Estructuras de Datos y Algoritmos,Ingeniería,,,10
3314,IIC2143,Ingeniería de Software,Ingeniería,,,10
3315,IIC2154,Proyecto de Especialidad,Ingeniería,,,10
3316,IIC2173,Arquitectura de Sistemas de Software,Ingeniería,,,10
3317,IIC2213,Lógica para Ciencias de la Computación,Ingeniería,,,10
3318,IIC2214,Teoría de la Computación,Ingeniería,,,10
3319,IIC2233,Programación Avanzada,Ingeniería,,,10
3320,IIC2333,Sistemas Operativos y Redes,Ingeniería,,,10
3321,IIC2343,Arquitectura de Computadores,Ingeniería,,,10
3322,IIC2413,Bases de Datos,Ingeniería,,,10
3323,IIC2433,Minería de Datos,Ingeniería,,,10
3324,IIC2440,Procesamiento de Datos Masivos,Ingeniería,,,10
3325,IIC2513,Tecnologías y Aplicaciones Web,Ingeniería,,,10
3326,IIC2552,Taller de Programacion Avanzada,Ingeniería,,,5
3327,IIC2560,Fundamentos de Lenguajes de Programación,Ingeniería,,,10
3328,IIC2613,Inteligencia Artificial,Ingeniería,,,10
3329,IIC2685,Robótica Móvil,Ingeniería,,,10
3330,IIC2713,Sistemas de Información,Ingeniería,,,10
3331,IIC2714,Fundamentos de Procesamiento de Imágenes,Ingeniería,,,10
3332,IIC2733,Modelos de Procesos,Ingeniería,,Aprendizaje Servicio,10
3333,IIC2764,"Conocimiento, Cultura y Tecnología",Ingeniería,,,10
3334,IIC2972,Trabajo Personal Dirigido,Ingeniería,,,5
3335,IIC2981,Trabajo Personal Dirigido,Ingeniería,,,5
3336,IIC2985,Investigacion o Proyecto,Ingeniería,,,10
3337,IIC2986,Investigacion o Proyecto,Ingeniería,,,10
3338,IIC2987,Investigacion o Proyecto,Ingeniería,,,10
3339,IIC2988,Investigación o Proyecto (Optativo de Titulación),Ingeniería,,,10
3340,IIC3103,Taller de Integración,Ingeniería,,,10
3341,IIC3104,Taller de Integración (Proyecto de Título),Ingeniería,,,10
3342,IIC3113,Gestión de Proyectos de Tecnologías de Información,Ingeniería,,,10
3343,IIC3143,Desarrollo de Software,Ingeniería,,,10
3344,IIC3144,Desarrollo de Software (Proyecto de Título),Ingeniería,,,10
3345,IIC3234,Estructuras de Datos Avanzadas,Ingeniería,,,10
3346,IIC3242,Complejidad Computacional,Ingeniería,,,10
3347,IIC3253,Criptografía y Seguridad Computacional,Ingeniería,,,10
3348,IIC3413,Implementación de Sistemas de Base de Datos,Ingeniería,,,10
3349,IIC3533,Computación de Alto Rendimiento,Ingeniería,,,10
3350,IIC3585,Diseño Avanzado de Aplicaciones Web,Ingeniería,,,10
3351,IIC3633,Sistemas Recomendadores,Ingeniería,,,10
3352,IIC3675,Aprendizaje Reforzado,Ingeniería,,,10
3353,IIC3697,Aprendizaje Profundo,Ingeniería,,,10
3354,IIC3703,Gestión de Operaciones Ti,Ingeniería,,,10
3355,IIC3724,Reconocimiento de Patrones,Ingeniería,,,10
3356,IIC3743,Estrategias y Tecnologías de Información,Ingeniería,,,10
3357,IIC3745,Testing,Ingeniería,,,10
3358,IIC3753,Tecnologias para Gestion Estrategica,Ingeniería,,,10
3359,IIC3757,Minería de Procesos,Ingeniería,,,10
3360,IIC3964,Desarrollo de Sistemas Complejos (Proyecto de Título),Ingeniería,,,10
3361,TID201,"Espiritualidad, Discapacidad e Inclusión (A+S)",Teología,Ciencias Sociales,Aprendizaje Servicio,10
3362,MIF3010,Fundamentos de Finanzas,Economía Y Administración,,,5
3363,MIF3070,Tópicos de Inversiones,Economía Y Administración,,,5
3364,MIF3080,Tópicos de Finanzas Corporativas,Economía Y Administración,,,5
3365,MIF3100,Taller de Finanzas Aplicadas II (Finanzas Corporativas),Economía Y Administración,,,5
3366,MIF3120,Actividad Final de Graduación II,Economía Y Administración,,,10
3367,MIF3230,Instrumentos de Renta Fija,Economía Y Administración,,,5
3368,MIF3260,Gobierno Corporativo y Responsabilidad Social,Economía Y Administración,,,5
3369,MIF3020,Preparación y Análisis de Estados Financieros,Ingeniería,,,5
3370,MIF3030,Decisiones de Inversión,Ingeniería,,,5
3371,MIF3040,Valoración Financiera,Ingeniería,,,5
3372,MIF3090,Taller de Finanzas Aplicadas I (Inversiones),Ingeniería,,,5
3373,MIF3110,Actividad Final de Graduación I,Ingeniería,,,10
3374,MIF3210,Derivados Financieros,Ingeniería,,,5
3375,MIF3240,Evaluación de Proyectos,Ingeniería,,,5
3376,QIF101A,Fármaco-Química I,Química,,,10
3377,QIF102A,Fármaco-Química II,Química,,,10
3378,QIF103A,Fármaco-Química III,Química,,,10
3379,QIF104A,Farmacocinética y Bio-Farmacia,Química,,,10
3380,QIF105A,Tecnología Farmacéutica I,Química,,,10
3381,QIF106A,Tecnología Farmacéutica II,Química,,,10
3382,QIF107,Legislacion y Deontologia Farmaceutica,Química,,,5
3383,QIF108,Toxicologia,Química,,,10
3384,QIF109A,Farmacia Privada,Química,,,10
3385,QIF110A,Farmacia Clínica y Atención Farmacéutica,Química,,,10
3386,QIF111A,Farmacología III,Química,,,10
3387,QIF112A,Internado Clínico,Química,,,10
3388,QIF113A,Practica Profesional I,Química,,,0
3389,QIF114A,Práctica Profesional II,Química,,,0
3390,QIF115A,Botánica y Farmacognosia,Química,,,10
3391,QIF116,Farmacologia II,Química,,,10
3392,QIF117,El Mundo de los Medicamentos,Química,,Aprendizaje Servicio,10
3393,QIF118A,Bioquímica Clínica,Química,,,10
3394,QIF150,Farmacología I,Química,,,10
3395,QIF400,Tesis de Grado,Química,,,40
3396,MII1000,Medicina Intensiva Infantil Ia,Escuela De Medicina,,,35
3397,MII1020,Medicina Intensiva Infantil Iia,Escuela De Medicina,,,35
3398,IIQ0020,Investigacion o Proyecto,Ingeniería,,,20
3399,IIQ1001,Introducción a la Ingeniería Química,Ingeniería,,,10
3400,IIQ1003,Termodinámica,Ingeniería,,,10
3401,IIQ2003,Fenómenos de Transporte,Ingeniería,,,10
3402,IIQ2013,Operaciones Unitarias I,Ingeniería,,,10
3403,IIQ2023,Operaciones Unitarias II,Ingeniería,,,10
3404,IIQ2043,Fisicoquímica,Ingeniería,,,10
3405,IIQ2133,Procesos Químicos,Ingeniería,,,10
3406,IIQ213Q,Operaciones Unitarias I,Ingeniería,,,10
3407,IIQ2303,Matemática Aplicada a la Ingeniería de Procesos,Ingeniería,,,10
3408,IIQ2363,Residuos Sólidos y Peligrosos,Ingeniería,,,10
3409,IIQ2623,Microbiología e Higiene de Alimentos,Ingeniería,,,10
3410,IIQ2663,Fundamentos de Biotecnología,Ingeniería,,,10
3411,IIQ2673,Bioseparaciones,Ingeniería,,,10
3412,IIQ2723,Ingeniería de Alimentos,Ingeniería,,,10
3413,IIQ2972,Trabajo Personal Dirigido,Ingeniería,,,5
3414,IIQ2981,Trabajo Personal Dirigido,Ingeniería,,,5
3415,IIQ2985,Investigacion o Proyecto,Ingeniería,,,10
3416,IIQ2986,Investigacion o Proyecto,Ingeniería,,,10
3417,IIQ2987,Investigacion o Proyecto,Ingeniería,,,10
3418,IIQ2988,Investigación o Proyecto (Optativo de Titulación),Ingeniería,,,10
3419,IIQ3253,Evaluación y Diseño de Procesos y Bioprocesos (Proyecto de Título),Ingeniería,,,10
3420,IIQ3343,Contaminación Atmosférica,Ingeniería,,,10
3421,IIQ3402,"Diseño Estadístico, Optimización y Análisis Multivariado",Ingeniería,,,10
3422,IIQ3602,Biopolímeros,Ingeniería,,,10
3423,IIQ3641,Inocuidad y Seguridad Alimentaria,Ingeniería,,,10
3424,IIQ3643,Inocuidad y Seguridad Alimentaria,Ingeniería,,,10
3425,IIQ3663,Sistemas Microbiológicos,Ingeniería,,,10
3426,IIQ3683,Biotecnología Microbiana,Ingeniería,,,10
3427,IIQ3733,Análisis de Biosistemas,Ingeniería,,,10
3428,IIQ3772,Termodinámica Avanzada,Ingeniería,,,10
3429,IIQ3782,Biotecnología de Alimentos,Ingeniería,,,10
3430,RII1001,Pre-Intermediate English 1,Cursos y Test de Inglés,,,5
3431,RII2001,Pre-Intermediate English 2,Cursos y Test de Inglés,,,5
3432,RII2200,Exit English Alte 1,Cursos y Test de Inglés,,,5
3433,RII8001,English for Academic Purposes,Cursos y Test de Inglés,,,5
3434,RII8002,Persuasive Communication,Cursos y Test de Inglés,,,5
3435,RII8003,Exam Preparation for School Application,Cursos y Test de Inglés,,,5
3436,ILS1321,Latín-Filosofía I,Letras,,,10
3437,ILS1322,Latín-Filosofía II,Letras,,,10
3438,ILS1324,Latín-Filosofía IV,Letras,,,10
3439,ILS1325,Griego Filosofia I,Letras,,,10
3440,ILS1326,Griego-Filosofia II,Letras,,,10
3441,ILS1327,Griego-Filosofia III,Letras,,,10
3442,VIL0100,Práctica en Educación Parvularia I,Villarrica,,,10
3443,VIL0106,Aprendizaje y Desarrollo I,Villarrica,,,10
3444,VIL0110,Fundamentos y Desafíos de la Educación Parvularia,Villarrica,,,10
3445,VIL0111,Desarrollo del Lenguaje Oral y Su Didáctica,Villarrica,,,10
3446,VIL100,Números,Villarrica,,,10
3447,VIL101,Psicología del Desarrollo,Villarrica,,,10
3448,VIL101D,Didáctica de la Geografía,Villarrica,,Aprendizaje Servicio,10
3449,VIL101P,Práctica Ii: Educación Básica,Villarrica,,,10
3450,VIL102,Teoría de la Educación,Villarrica,,,10
3451,VIL103,Fundamentos Lingüísticos,Villarrica,,,10
3452,VIL104,Ciencias Sociales,Villarrica,,,10
3453,VIL106,Psicología del Aprendizaje,Villarrica,,,10
3454,VIL110D,Didáctica de la Matemática I,Villarrica,,,10
3455,VIL111D,Didáctica de la Matemática II,Villarrica,,,10
3456,VIL120D,Didáctica de las Ciencias Naturales I,Villarrica,,,10
3457,VIL121D,Didáctica de las Ciencias Naturales II,Villarrica,,,10
3458,VIL130D,Didáctica de la Lecto-Escritura,Villarrica,,,10
3459,VIL200,Análisis de Datos,Villarrica,,,10
3460,VIL201,Biología General,Villarrica,,,10
3461,VIL202,Cultura y Lengua Mapuche,Villarrica,,,10
3462,VIL203,Historia de Chile,Villarrica,,,10
3463,VIL205,"Familia, Escuela y Comunidad",Villarrica,,Aprendizaje Servicio,10
3464,VIL303,Diversidad e Inclusión en Educación,Villarrica,,,10
3465,VIL500,Gestión y Liderazgo en el Aula,Villarrica,,,10
3466,VIL500P,Práctica Profesional I: Mención Lenguaje y Comunicación,Villarrica,,,20
3467,VIL501,Oralidad y Desarrollo Semiótico Infantil,Villarrica,,,10
3468,VIL502,Literatura Infantil y Juvenil,Villarrica,,,10
3469,VIL510,Álgebra y Sistemas Numéricos I,Villarrica,,,10
3470,VIL511,Geometría II,Villarrica,,,10
3471,VIL520,Biología Animal y Vegetal,Villarrica,,,10
3472,VIL523,Ciencias Experimentales,Villarrica,,,10
3473,VIL530,Pensamiento Histórico,Villarrica,,,10
3474,VIL531,Temas de Chile y América Siglo XIX,Villarrica,,,10
3475,VIL602,"Arte, Cultura y Expresión",Villarrica,,,10
3476,VIL608,Multimedia Educativa,Villarrica,,,10
3477,VIL617,"Infancia, Interculturalidad y Diversidad",Villarrica,,,10
3478,VIL622,Latin American Biodiversity Conservation,Villarrica,,,5
3479,VIL623,Conservation of Forest Ecosystems and Wildlife,Villarrica,,,10
3480,VIL624,"Territory, Interculturality and Education for Sustainability",Villarrica,,,10
3481,VIL625,Planning for Local Sustainability in a Global   Age,Villarrica,,,10
3482,VIL626,Field Methods for Enquiring Social-Ecological Systems,Villarrica,,,5
3483,VIL631,Seres Humanos y Otros Animales: Una Aproximación Sociocultural,Villarrica,Ciencias Sociales,,10
3484,VIL632,La Experiencia de Ocio Como Proveedora de Salud y Bienestar,Villarrica,Salud y Bienestar,,10
3485,VIL634,"Wallmapu, Su Historia y Su Presente",Villarrica,Humanidades,,10
3486,VIL635,Otra Cosa Es Con Guitarra,Villarrica,Artes,,10
3487,IMT2210,Álgebra Lineal para Ciencia de Datos,Ing Matemática Y Computacional,,,10
3488,IMT2220,Cálculo para Ciencia de Datos,Ing Matemática Y Computacional,,,10
3489,IMT2230,Álgebra Lineal Avanzada y Modelamiento,Ing Matemática Y Computacional,,,10
3490,IMT2260,Teoría de Aprendizaje Automático,Ing Matemática Y Computacional,,,10
3491,IMT2270,Proyecto Final de Grado,Ing Matemática Y Computacional,,,10
3492,IMT3400,"Fundamentos de Algoritmos, Combinatoria y Optimización",Ing Matemática Y Computacional,,,10
3493,IMT3420,Modelos Aleatorios en Alta Dimensión,Ing Matemática Y Computacional,,,10
3494,IMT3431,Proyecto de Tesis de Magíster,Ing Matemática Y Computacional,,,10
3495,IMT3432,Tesis de Magíster I,Ing Matemática Y Computacional,,,10
3496,IMT3433,Tesis de Magíster II,Ing Matemática Y Computacional,,,30
3497,IMI3100,Emprendimientos Tecnológicos,Ingeniería,,,10
3498,IMI3400,Planes de Negocios y Financiamientos para Emprendimiento,Ingeniería,,,10
3499,IMI3500,"Sistemas, Entorno y Redes para la Innovación",Ingeniería,,,10
3500,IMI3510,Seminario Internacional Silicon Valley,Ingeniería,,,5
3501,IMI3600,Marketing y Comercialización de Emprendimientos e Innovaciones Tecnológicas,Ingeniería,,,10
3502,IMI3750,Storytelling para la Innovación,Ingeniería,,,5
3503,IMI3830,Innovación Sustentable en la Organización,Ingeniería,,,5
3504,IMI3840,Valorización y Financiamiento de Startups,Ingeniería,,,5
3505,IMI4000,Actividad de Graduación,Ingeniería,,,30
3506,IMM0020,Investigacion o Proyecto,Ingeniería,,,20
3507,IMM1003,Introducción a la Minería,Ingeniería,,,10
3508,IMM2003,Geología Minera,Ingeniería,,,10
3509,IMM2013,Minería a Cielo Abierto,Ingeniería,,,10
3510,IMM2033,Geoestadística,Ingeniería,,,10
3511,IMM2043,Minería Subterránea,Ingeniería,,Metodología Aprendizaje Activo,10
3512,IMM2053,Procesos Metalúrgicos,Ingeniería,,Metodología Aprendizaje Activo,10
3513,IMM2073,Minería Sustentable,Ingeniería,,,10
3514,IMM2083,Mecánica de Rocas para Minería,Ingeniería,,,10
3515,IMM2213,Fundamentos de la Economía de Minerales,Ingeniería,,,10
3516,IMM2503,Perforación y Tronadura,Ingeniería,,,10
3517,IMM2521,Tecnologías Mineras,Ingeniería,,Metodología Aprendizaje Activo,10
3518,IMM2972,Trabajo Personal Dirigido,Ingeniería,,,5
3519,IMM2985,Investigacion o Proyecto,Ingeniería,,,10
3520,IMM2986,Investigacion o Proyecto,Ingeniería,,,10
3521,IMM2987,Investigacion o Proyecto,Ingeniería,,,10
3522,IMM2988,Investigación o Proyecto (Optativo de Titulación),Ingeniería,,,10
3523,IMM3005,Seminario de Mineria,Ingeniería,,,10
3524,IMM3210,Fundamentos de la Economia de los  Minerales,Ingeniería,,,10
3525,IMM3212,Procesos Electroquímicos en la Industria Minera,Ingeniería,,,10
3526,IMM3313,Planificación Minera,Ingeniería,,,10
3527,IMM3323,Gestión de Equipos y Automatización Minera,Ingeniería,,Metodología Aprendizaje Activo,10
3528,IMM3391,Geomecanica Aplicada-Block Caving,Ingeniería,,,10
3529,IMM3403,Proyecto Minero,Ingeniería,,Metodología Aprendizaje Activo,10
3530,IMM3404,Proyecto Minero (Proyecto de Título),Ingeniería,,,10
3531,IMM3501,Operaciones Unitarias y Automatización Minera,Ingeniería,,,10
3532,IMM3521,Tecnologías Mineras,Ingeniería,,Metodología Aprendizaje Activo,10
3533,IMM3721,Tecnologías del Hidrógeno,Ingeniería,,,10
3534,IMT0020,Investigación o Proyecto,Ingeniería,,,20
3535,IMT1001,Introducción a la Ingeniería Matemática,Ingeniería,,,10
3536,IMT2111,Álgebra Lineal Numérica,Ingeniería,,,10
3537,IMT2118,Ciencia de Datos Geoespaciales,Ingeniería,,,10
3538,IMT2972,Trabajo Personal Dirigido,Ingeniería,,,5
3539,IMT2981,Trabajo Personal Dirigido,Ingeniería,,,5
3540,IMT2985,Investigación o Proyecto,Ingeniería,,,10
3541,IMT2986,Investigación o Proyecto,Ingeniería,,,10
3542,IMT2987,Investigación o Proyecto,Ingeniería,,,10
3543,IMT2988,Investigación o Proyecto (Optativo de Titulación),Ingeniería,,,10
3544,IMT3130,Aplicaciones de Ecuaciones Diferenciales Parciales y Análisis Funcional en Ingeniería,Ingeniería,,,10
3545,IMT3140,Taller en Ingeniería Matemática (Proyecto de Título),Ingeniería,,,10
3546,IMT3150,Optimización Avanzada,Ingeniería,,,10
3547,IMT3500,Taller de Ingeniería Matemática,Ingeniería,,,10
3548,IMT3850,Fundamentos Matemáticos para Inteligencia Artificial,Ingeniería,,,5
3549,IMT3860,Introducción a Data Science,Ingeniería,,,5
3550,QIM001A,Química Preliminar,Química,,,5
3551,QIM010,Química Inicial,Química,,,10
3552,QIM100,Química General,Química,,,10
3553,QIM1008,Seminario de Investigacion,Química,,,10
3554,QIM100E,Química para Ingeniería,Química,,,10
3555,QIM100F,Química,Química,,,10
3556,QIM100I,Química General,Química,,,10
3557,QIM100P,Química General,Química,,,10
3558,QIM1010,Síntesis de Fármacos,Química,,,10
3559,QIM1011,Análisis de Fármacos,Química,,,10
3560,QIM1018,Modelos Farmacológicos de Desórdenes Neuropsiquiátricos T-P,Química,,,10
3561,QIM101L,Laboratorio de Química General,Química,,,10
3562,QIM1023,Cáncer y Su Tratamiento Farmacológico,Química,,,10
3563,QIM1028,Servicios Profesionales Farmacéuticos Asistenciales para Atención Primaria de Salud,Química,,,10
3564,QIM1032,Caracterización Estructural de Fármacos,Química,,,10
3565,QIM1035,Aplicaciones Industriales de la Biofarmacia,Química,,,10
3566,QIM103A,Química Orgánica II,Química,,,10
3567,QIM104A,Laboratorio de Química Orgánica,Química,,,10
3568,QIM108A,Química Inorgánica III,Química,,,10
3569,QIM110A,Química Analítica II,Química,,,10
3570,QIM111,Analisis Instrumental,Química,,,10
3571,QIM111A,Química Analítica III,Química,,,10
3572,QIM112A,Química Analítica Aplicada,Química,,,10
3573,QIM115,Quimica-Fisica II,Química,,,10
3574,QIM116,Quimica-Fisica III,Química,,,10
3575,QIM118A,Electroquímica,Química,,,10
3576,QIM119A,Tesis de Grado,Química,,,40
3577,QIM120,Quimica en la Naturaleza y la Sociedad,Química,,,10
3578,QIM122,Análisis Forense,Química,Ciencia y Tecnologia,,10
3579,QIM124,Mundo de los Medicamentos,Química,Ciencia y Tecnologia,Aprendizaje Servicio,10
3580,QIM150,Quimica-Fisica,Química,,,10
3581,QIM150A,Química-Física,Química,,,10
3582,QIM150P,Química-Física,Química,,,10
3583,QIM200,Química Orgánica Fundamental,Química,,,10
3584,QIM200P,Fundamentos de Química Orgánica,Química,,,10
3585,QIM2010,Seminario de Pregrado I,Química,,,10
3586,QIM201A,Química,Química,,,15
3587,QIM201D,Química,Química,,,10
3588,QIM201G,Quimica,Química,,,15
3589,QIM201M,Quimica,Química,,,10
3590,QIM202,Bioquimica General,Química,,,10
3591,QIM2020,Seminario de Pregrado II,Química,,,10
3592,QIM2030,Seminario Bibliográfico,Química,,,10
3593,QIM210K,Química,Química,,,10
3594,QIM400,Química Orgánica Aplicada,Química,,,10
3595,QIM403,Cristalografía de Rayos-X y Técnicas de Resolución Estructural,Química,,,10
3596,QIM450,Prevención de Riesgos Profesionales,Química,,,10
3597,QIM500,Química Inorgánica Aplicada,Química,,,10
3598,QIM508,Fundamentos de Química Ambiental y Química Sostenible,Química,,,10
3599,QIM519,¿Cómo la Química Cambió el Mundo?,Química,Ciencia y Tecnologia,,10
3600,QIM522,"Especies Reactivas, Antioxidantes y Salud Humana",Química,,,10
3601,QIM524,Técnicas Experimentales en Química Biológica,Química,,,10
3602,QIM525,Análisis Químico de Alimentos,Química,,,10
3603,QIM532,Matemáticas para la Químico Física,Química,,,10
3604,KIN101A,Introducción a la Kinesiología,Escuela Ciencias De La Salud,,Aprendizaje Servicio,5
3605,KIN104,Fundamentos Fisiológicos de la Actividad Física,Escuela Ciencias De La Salud,,,10
3606,KIN105,Ejercicio para Una Vida Saludable y Plena,Escuela Ciencias De La Salud,Salud y Bienestar,,10
3607,KIN106,Prevención de Lesiones Asociadas a la Actividad Física y Deporte,Escuela Ciencias De La Salud,Salud y Bienestar,,10
3608,KIN201A,Fisiología del Ejercicio,Escuela Ciencias De La Salud,,,10
3609,KIN202A,Ciclo Vital,Escuela Ciencias De La Salud,,Aprendizaje Servicio,10
3610,KIN205,Fisiología del Ejercicio,Escuela Ciencias De La Salud,,,10
3611,KIN208,Neurociencias del Movimiento Humano,Escuela Ciencias De La Salud,,,5
3612,KIN3001,Rotación Clínica Kinesiología en Unidad de Paciente Crítico Adulto,Escuela Ciencias De La Salud,,,35
3613,KIN3002,Rotación Clínica Kinesiología en el Paciente Cardiovascular Adulto  Hospitalizado,Escuela Ciencias De La Salud,,,35
3614,KIN3003,Rotación Clínica Kinesiología en el Paciente Respiratorio Adulto Hospitalizado,Escuela Ciencias De La Salud,,,35
3615,KIN3004,Rotación Clínica Kinesiología en el Paciente Cardiovascular Adulto Ambulatorio,Escuela Ciencias De La Salud,,,35
3616,KIN3005,Rotación Clínica Kinesiología en el Paciente Respiratorio Adulto Ambulatorio,Escuela Ciencias De La Salud,,,35
3617,KIN3006,Rotación Clínica Electiva,Escuela Ciencias De La Salud,,,35
3618,KIN3007,Bases Teóricas de la Kinesiología Cardiorrespiratoria Aplicada Evaluación,Escuela Ciencias De La Salud,,,5
3619,KIN3008,Bases Teóricas de la Kinesiología Cardiorrespiratoria Aplicada: Tratamiento,Escuela Ciencias De La Salud,,,5
3620,KIN3009,Ética y Profesionalismo en la Práctica Kinesiológica,Escuela Ciencias De La Salud,,,5
3621,KIN3010,Kinesiología Basada en la Evidencia,Escuela Ciencias De La Salud,,,5
3622,KIN3011,Portafolio,Escuela Ciencias De La Salud,,,5
3623,KIN307,Neuromecánica Aplicada al Movimiento Humano,Escuela Ciencias De La Salud,,,10
3624,KIN308,Prevención de Lesiones en la Actividad Física Escolar,Escuela Ciencias De La Salud,,,5
3625,KIN309,Salud Pública,Escuela Ciencias De La Salud,,,5
3626,KIN311,Kinesiología Basada en la Evidencia,Escuela Ciencias De La Salud,,,5
3627,KIN313,Razonamiento Clínico y Fundamentos de la Evaluación,Escuela Ciencias De La Salud,,,10
3628,KIN401A,Kinesiología Cardiorrespiratoria I,Escuela Ciencias De La Salud,,,10
3629,KIN402A,Intervención en Neurokinesiología I,Escuela Ciencias De La Salud,,,10
3630,KIN403A,Kinesiología Musculoesquelética I,Escuela Ciencias De La Salud,,,10
3631,KIN411,Rehabilitación Basada en la Comunidad,Escuela Ciencias De La Salud,,Aprendizaje Servicio,5
3632,KIN501A,Internado Kinesiología Motora I,Escuela Ciencias De La Salud,,,15
3633,KIN502A,Internado Cardiorespiratorio Adulto,Escuela Ciencias De La Salud,,,15
3634,KIN503A,Internado Kinesiología Motora II,Escuela Ciencias De La Salud,,,15
3635,KIN504A,Internado Cardiorespiratorio Infantil,Escuela Ciencias De La Salud,,,15
3636,KIN505A,Internado Neurología Adulto,Escuela Ciencias De La Salud,,,15
3637,KIN506,Internado Neurología Infantil,Escuela Ciencias De La Salud,,,15
3638,KIN507,Internado Optativo,Escuela Ciencias De La Salud,,,10
3639,IND3100,Modelos Cuantitativos para las Decisiones,Ingeniería,,,5
3640,IND3110,Fundamentos de Economía,Ingeniería,,,5
3641,IND3120,Organización y Comportamiento,Ingeniería,,,5
3642,IND3121,Organizacion y Comportamiento en la Empresa,Ingeniería,,,5
3643,IND3200,Fundamentos de Optimización,Ingeniería,,,5
3644,IND3210,Contabilidad y Análisis Financiero,Ingeniería,,,5
3645,IND3300,Modelos de Decisión Bajo Incertidumbre,Ingeniería,,,5
3646,IND3410,Gestión Financiera,Ingeniería,,,5
3647,IND3420,Estrategia Competitiva,Ingeniería,,,5
3648,IND3450,Evaluación de Proyectos de Inversión,Ingeniería,,,5
3649,IND3720,Innovación y Gestión de la Tecnología,Ingeniería,,,5
3650,IND3730,Modelos de Simulación,Ingeniería,,,5
3651,IND3740,Gestión Financiera Avanzada,Ingeniería,,,5
3652,IND3820,Taller de Negociación,Ingeniería,,,5
3653,IND3830,Liderazgo y Trabajo en Equipo,Ingeniería,,,5
3654,IND3860,"Humanidad, Gestión y Postmodernidad",Ingeniería,,,5
3655,IND3910,Métodos Analíticos en Negocios,Ingeniería,,,5
3656,IND4970,Actividad de Graduacion,Ingeniería,,,30
3657,IND4971,Seminario de Graduación I,Ingeniería,,,5
3658,IND4972,Seminario de Graduación II,Ingeniería,,,5
3659,IND4973,Seminario de Graduación III,Ingeniería,,,5
3660,IND4974,Seminario de Graduación IV,Ingeniería,,,5
